TIME,UNEMP_GAP,INFL_OECD,GDP_GAP,COMM,CISS,INFLATION_EXPECTATION
2002-12,1.035418410322956,2.739726,-0.0184260993865921,-1.5104703055269453,0.0988227272727272,1.7648202935057002
2003-01,0.6195592779321046,2.545744,-0.0141609593991711,-2.1610317183687777,0.0840086956521739,1.7352064263357805
2003-02,0.5054398506518805,2.373418,-0.0141609593991711,3.5625222657641675,0.09769,1.6860068728065638
2003-03,0.4929264279636918,2.367798,-0.0141609593991711,-1.031991744066052,0.2912761904761904,1.642424242424242
2003-04,0.281881409350099,1.250977,-0.009740466418556,-1.6336461591936025,0.1916045454545454,1.577173019937418
2003-05,0.6721633908489935,0.7020281,-0.009740466418556,-4.469964664310955,0.1655136363636363,1.557234722124541
2003-06,0.6636287934874012,0.312256,-0.009740466418556,0.813759940817449,0.1645428571428571,1.4501239240697883
2003-07,0.2561288518464248,0.7830853,-0.0184117086345949,2.568336085121992,0.0799304347826087,1.411963975133007
2003-08,-0.0504903200853785,1.258851,-0.0184117086345949,4.936505097478094,0.0450809523809523,1.427185535341161
2003-09,-0.9563845846223168,1.415094,-0.0184117086345949,0.5113345832623128,0.0982181818181818,1.5037517846810946
2003-10,-0.6617094144928934,1.016419,-0.0110031104153724,-1.3735797863320354,0.0790086956521739,1.5413740216287235
2003-11,-0.4666129029149388,1.018011,-0.0110031104153724,2.0804676753782614,0.045545,1.623586691872709
2003-12,0.6287619626762471,1.019608,-0.0110031104153724,-1.313794845881744,0.0183869565217391,1.7369216091267168
2004-01,0.924275795253564,0.4654771,-0.0062624623609179,3.242874210616153,0.015140909090909,1.6625770812274654
2004-02,0.4197843562315597,0.4636785,-0.0062624623609179,4.413952719457748,0.010015,1.6847945291667934
2004-03,0.2151362752671026,0.385505,-0.0062624623609179,4.464851171627626,0.0429565217391304,1.6473829800361484
2004-04,0.2101769429402402,1.312741,-0.0309880669064357,4.319490754774158,0.0686909090909091,1.6420009075224231
2004-05,0.6047500898288938,3.718048,-0.0309880669064357,-3.864593927066684,0.0541238095238095,1.648002026436049
2004-06,0.4986978247753093,4.513618,-0.0309880669064357,-0.2418014205833429,0.0130090909090909,1.7149564974012823
2004-07,0.891857590340182,4.118104,-0.0261523659983957,1.5603696409634882,0.0259590909090909,1.7591334217450072
2004-08,1.384062981107162,3.962704,-0.0261523659983957,0.9695704057279152,0.0361318181818181,1.757275243969134
2004-09,1.275140710042688,3.875969,-0.0261523659983957,-1.3443640124095046,0.0276545454545454,1.7929032333828456
